Serial Number:20440473 --

Date Time - GMT +01:00,"Temp, (*C)","RH, (%)","DewPt, (*C)",EOF,
2018-09-18 17:56:15,2.70,99.98,2.70, ,
2018-09-18 18:56:15,2.49,99.98,2.48, ,
2018-09-18 19:56:15,2.49,99.98,2.48, ,
2018-09-18 20:56:15,2.40,99.98,2.40, ,
2018-09-18 21:56:15,2.27,99.98,2.27, ,
2018-09-18 22:56:15,2.19,99.98,2.18, ,
2018-09-18 23:56:15,2.27,99.98,2.27, ,
2018-09-19 00:56:15,2.14,99.98,2.14, ,
2018-09-19 01:56:15,2.01,99.98,2.01, ,
2018-09-19 02:56:15,2.01,99.98,2.01, ,
2018-09-19 03:56:15,2.23,99.98,2.22, ,
2018-09-19 04:56:15,2.31,99.98,2.31, ,
2018-09-19 05:56:15,2.36,99.98,2.35, ,
2018-09-19 06:56:15,2.14,99.98,2.14, ,
2018-09-19 07:56:15,2.06,99.98,2.05, ,
2018-09-19 08:56:15,2.27,99.98,2.27, ,
2018-09-19 09:56:15,2.44,99.98,2.44, ,
2018-09-19 10:56:15,2.57,99.98,2.57, ,
2018-09-19 11:56:15,2.44,99.98,2.44, ,
2018-09-19 12:56:15,2.70,99.98,2.70, ,
2018-09-19 13:56:15,2.74,99.98,2.74, ,
2018-09-19 14:56:15,2.74,99.98,2.74, ,
2018-09-19 15:56:15,2.70,99.98,2.70, ,
2018-09-19 16:56:15,2.70,99.98,2.70, ,
2018-09-19 17:56:15,2.61,99.98,2.61, ,
2018-09-19 18:56:15,2.44,99.98,2.44, ,
2018-09-19 19:56:15,2.49,99.98,2.48, ,
2018-09-19 20:56:15,2.23,99.98,2.22, ,
2018-09-19 21:56:15,2.31,99.98,2.31, ,
2018-09-19 22:56:15,2.36,99.98,2.35, ,
2018-09-19 23:56:15,2.44,99.98,2.44, ,
2018-09-20 00:56:15,2.36,99.98,2.35, ,
2018-09-20 01:56:15,2.23,99.98,2.22, ,
2018-09-20 02:56:15,2.19,99.98,2.18, ,
2018-09-20 03:56:15,2.19,99.98,2.18, ,
2018-09-20 04:56:15,2.14,99.98,2.14, ,
2018-09-20 05:56:15,2.23,99.98,2.22, ,
2018-09-20 06:56:15,2.10,99.98,2.09, ,
2018-09-20 07:56:15,2.27,99.98,2.27, ,
2018-09-20 08:56:15,2.31,99.98,2.31, ,
2018-09-20 09:56:15,2.44,99.98,2.44, ,
2018-09-20 10:56:15,2.36,99.98,2.35, ,
2018-09-20 11:56:15,2.31,99.98,2.31, ,
2018-09-20 12:56:15,2.49,99.98,2.48, ,
2018-09-20 13:56:15,2.53,99.98,2.52, ,
2018-09-20 14:56:15,2.61,99.98,2.61, ,
2018-09-20 15:56:15,2.70,99.98,2.70, ,
2018-09-20 16:56:15,2.61,99.98,2.61, ,
2018-09-20 17:56:15,2.57,99.98,2.57, ,
2018-09-20 18:56:15,2.44,99.98,2.44, ,
2018-09-20 19:56:15,2.44,99.98,2.44, ,
2018-09-20 20:56:15,2.40,99.98,2.40, ,
2018-09-20 21:56:15,2.23,99.98,2.22, ,
2018-09-20 22:56:15,2.31,99.98,2.31, ,
2018-09-20 23:56:15,2.27,99.98,2.27, ,
2018-09-21 00:56:15,2.06,99.98,2.05, ,
2018-09-21 01:56:15,2.01,99.98,2.01, ,
2018-09-21 02:56:15,2.01,99.98,2.01, ,
2018-09-21 03:56:15,1.97,99.98,1.97, ,
2018-09-21 04:56:15,2.01,99.98,2.01, ,
2018-09-21 05:56:15,2.01,99.98,2.01, ,
2018-09-21 06:56:15,1.97,99.98,1.97, ,
2018-09-21 07:56:15,1.93,99.98,1.92, ,
2018-09-21 08:56:15,2.23,99.98,2.22, ,
2018-09-21 09:56:15,2.36,99.98,2.35, ,
2018-09-21 10:56:15,2.49,99.98,2.48, ,
2018-09-21 11:56:15,2.66,99.98,2.65, ,
2018-09-21 12:56:15,2.61,99.98,2.61, ,
2018-09-21 13:56:15,2.44,99.98,2.44, ,
2018-09-21 14:56:15,2.61,99.98,2.61, ,
2018-09-21 15:56:15,2.61,99.98,2.61, ,
2018-09-21 16:56:15,2.70,99.98,2.70, ,
2018-09-21 17:56:15,2.83,99.98,2.83, ,
2018-09-21 18:56:15,2.66,99.98,2.65, ,
2018-09-21 19:56:15,2.53,99.98,2.52, ,
2018-09-21 20:56:15,2.19,99.98,2.18, ,
2018-09-21 21:56:15,2.36,99.98,2.35, ,
2018-09-21 22:56:15,2.49,99.98,2.48, ,
2018-09-21 23:56:15,2.57,99.98,2.57, ,
2018-09-22 00:56:15,2.49,99.98,2.48, ,
2018-09-22 01:56:15,2.66,99.98,2.65, ,
2018-09-22 02:56:15,2.44,99.98,2.44, ,
2018-09-22 03:56:15,2.53,99.98,2.52, ,
2018-09-22 04:56:15,2.49,99.98,2.48, ,
2018-09-22 05:56:15,2.19,99.98,2.18, ,
2018-09-22 06:56:15,2.31,99.98,2.31, ,
2018-09-22 07:56:15,2.31,99.98,2.31, ,
2018-09-22 08:56:15,2.40,99.98,2.40, ,
2018-09-22 09:56:15,2.49,99.98,2.48, ,
2018-09-22 10:56:15,2.57,99.98,2.57, ,
2018-09-22 11:56:15,2.66,99.98,2.65, ,
2018-09-22 12:56:15,2.19,99.98,2.18, ,
2018-09-22 13:56:15,2.10,99.98,2.09, ,
2018-09-22 14:56:15,2.27,99.98,2.27, ,
2018-09-22 15:56:15,2.01,99.98,2.01, ,
2018-09-22 16:56:15,2.14,99.98,2.14, ,
2018-09-22 17:56:15,2.06,99.98,2.05, ,
2018-09-22 18:56:15,2.01,99.98,2.01, ,
2018-09-22 19:56:15,2.10,99.98,2.09, ,
2018-09-22 20:56:15,2.10,99.98,2.09, ,
2018-09-22 21:56:15,2.19,99.98,2.18, ,
2018-09-22 22:56:15,2.01,99.98,2.01, ,
2018-09-22 23:56:15,2.01,99.98,2.01, ,
2018-09-23 00:56:15,2.10,99.98,2.09, ,
2018-09-23 01:56:15,2.06,99.98,2.05, ,
2018-09-23 02:56:15,2.53,99.98,2.52, ,
2018-09-23 03:56:15,2.31,99.98,2.31, ,
2018-09-23 04:56:15,2.27,99.98,2.27, ,
2018-09-23 05:56:15,2.61,99.98,2.61, ,
2018-09-23 06:56:15,2.83,99.98,2.83, ,
2018-09-23 07:56:15,2.83,99.98,2.83, ,
2018-09-23 08:56:15,2.91,99.98,2.91, ,
2018-09-23 09:56:15,2.83,99.98,2.83, ,
2018-09-23 10:56:15,2.83,99.98,2.83, ,
2018-09-23 11:56:15,3.00,99.98,3.00, ,
2018-09-23 12:56:15,2.87,99.98,2.87, ,
2018-09-23 13:56:15,2.96,99.98,2.95, ,
2018-09-23 14:56:15,3.13,99.98,3.13, ,
2018-09-23 15:56:15,3.00,99.98,3.00, ,
2018-09-23 16:56:15,2.96,99.98,2.95, ,
2018-09-23 17:56:15,2.79,99.98,2.78, ,
2018-09-23 18:56:15,2.83,99.98,2.83, ,
2018-09-23 19:56:15,2.36,99.98,2.35, ,
2018-09-23 20:56:15,2.27,99.98,2.27, ,
2018-09-23 21:56:15,2.40,99.98,2.40, ,
2018-09-23 22:56:15,3.69,99.98,3.68, ,
2018-09-23 23:56:15,3.34,99.98,3.34, ,
2018-09-24 00:56:15,2.66,99.98,2.65, ,
2018-09-24 01:56:15,3.13,99.98,3.13, ,
2018-09-24 02:56:15,3.34,99.98,3.34, ,
2018-09-24 03:56:15,2.96,99.98,2.95, ,
2018-09-24 04:56:15,3.73,99.98,3.73, ,
2018-09-24 05:56:15,2.40,99.98,2.40, ,
2018-09-24 06:56:15,2.27,99.98,2.27, ,
2018-09-24 07:56:15,2.06,99.98,2.05, ,
2018-09-24 08:56:15,1.93,99.98,1.92, ,
2018-09-24 09:56:15,1.97,99.98,1.97, ,
2018-09-24 10:56:15,1.84,99.98,1.84, ,
2018-09-24 11:56:15,1.71,99.98,1.71, ,
2018-09-24 12:56:15,1.76,99.98,1.75, ,
2018-09-24 13:56:15,1.76,99.98,1.75, ,
2018-09-24 14:56:15,1.71,99.98,1.71, ,
2018-09-24 15:56:15,1.63,99.98,1.62, ,
2018-09-24 16:56:15,1.58,99.98,1.58, ,
2018-09-24 17:56:15,1.50,99.98,1.49, ,
2018-09-24 18:56:15,1.33,99.98,1.32, ,
2018-09-24 19:56:15,1.20,99.98,1.19, ,
2018-09-24 20:56:15,1.11,99.98,1.11, ,
2018-09-24 21:56:15,0.98,99.98,0.98, ,
2018-09-24 22:56:15,0.90,99.98,0.89, ,
2018-09-24 23:56:15,0.81,99.98,0.81, ,
2018-09-25 00:56:15,0.77,99.98,0.76, ,
2018-09-25 01:56:15,0.73,99.98,0.72, ,
2018-09-25 02:56:15,0.68,99.98,0.68, ,
2018-09-25 03:56:15,0.60,99.98,0.59, ,
2018-09-25 04:56:15,0.55,99.98,0.55, ,
2018-09-25 05:56:15,0.55,99.98,0.55, ,
2018-09-25 06:56:15,0.51,99.98,0.51, ,
2018-09-25 07:56:15,0.51,99.98,0.51, ,
2018-09-25 08:56:15,0.55,99.98,0.55, ,
2018-09-25 09:56:15,0.60,99.98,0.59, ,
2018-09-25 10:56:15,0.77,99.98,0.76, ,
2018-09-25 11:56:15,0.81,99.98,0.81, ,
2018-09-25 12:56:15,0.86,99.98,0.85, ,
2018-09-25 13:56:15,0.98,99.98,0.98, ,
2018-09-25 14:56:15,0.98,99.98,0.98, ,
2018-09-25 15:56:15,1.03,99.98,1.02, ,
2018-09-25 16:56:15,1.03,99.98,1.02, ,
2018-09-25 17:56:15,0.98,99.98,0.98, ,
2018-09-25 18:56:15,0.90,99.98,0.89, ,
2018-09-25 19:56:15,0.86,99.98,0.85, ,
2018-09-25 20:56:15,0.81,99.98,0.81, ,
2018-09-25 21:56:15,0.68,99.98,0.68, ,
2018-09-25 22:56:15,0.51,99.98,0.51, ,
2018-09-25 23:56:15,0.47,99.98,0.46, ,
2018-09-26 00:56:15,0.38,99.98,0.38, ,
2018-09-26 01:56:15,0.30,99.98,0.29, ,
2018-09-26 02:56:15,0.17,99.98,0.16, ,
2018-09-26 03:56:15,0.08,99.98,0.08, ,
2018-09-26 04:56:15,-0.00,99.98,-0.01, ,
2018-09-26 05:56:15,-0.09,99.98,-0.10, ,
2018-09-26 06:56:15,-0.00,99.98,-0.01, ,
2018-09-26 07:56:15,0.04,99.98,0.03, ,
2018-09-26 08:56:15,0.17,99.98,0.16, ,
2018-09-26 09:56:15,0.38,99.98,0.38, ,
2018-09-26 10:56:15,0.51,99.98,0.51, ,
2018-09-26 11:56:15,0.68,99.98,0.68, ,
2018-09-26 12:56:15,0.77,99.98,0.76, ,
2018-09-26 13:56:15,0.77,99.98,0.76, ,
2018-09-26 14:56:15,0.90,99.98,0.89, ,
2018-09-26 15:56:15,0.94,99.98,0.93, ,
2018-09-26 16:56:15,1.28,99.98,1.28, ,
2018-09-26 17:56:15,1.46,99.98,1.45, ,
2018-09-26 18:56:15,1.33,99.98,1.32, ,
2018-09-26 19:56:15,1.11,99.98,1.11, ,
2018-09-26 20:56:15,0.90,99.98,0.89, ,
2018-09-26 21:56:15,0.98,99.98,0.98, ,
2018-09-26 22:56:15,0.98,99.98,0.98, ,
2018-09-26 23:56:15,0.94,99.98,0.93, ,
2018-09-27 00:56:15,0.98,99.98,0.98, ,
2018-09-27 01:56:15,0.98,99.98,0.98, ,
2018-09-27 02:56:15,0.94,99.98,0.93, ,
2018-09-27 03:56:15,0.94,99.98,0.93, ,
2018-09-27 04:56:15,0.94,99.98,0.93, ,
2018-09-27 05:56:15,0.86,99.98,0.85, ,
2018-09-27 06:56:15,0.86,99.98,0.85, ,
2018-09-27 07:56:15,0.86,99.98,0.85, ,
2018-09-27 08:56:15,1.03,99.98,1.02, ,
2018-09-27 09:56:15,1.50,99.98,1.49, ,
2018-09-27 10:56:15,1.63,99.98,1.62, ,
2018-09-27 11:56:15,1.80,99.98,1.79, ,
2018-09-27 12:56:15,1.93,99.98,1.92, ,
2018-09-27 13:56:15,1.93,99.98,1.92, ,
2018-09-27 14:56:15,2.01,99.98,2.01, ,
2018-09-27 15:56:15,2.01,99.98,2.01, ,
2018-09-27 16:56:15,1.97,99.98,1.97, ,
2018-09-27 17:56:15,2.01,99.98,2.01, ,
2018-09-27 18:56:15,1.97,99.98,1.97, ,
2018-09-27 19:56:15,1.84,99.98,1.84, ,
2018-09-27 20:56:15,1.84,99.98,1.84, ,
2018-09-27 21:56:15,2.06,99.98,2.05, ,
2018-09-27 22:56:15,1.97,99.98,1.97, ,
2018-09-27 23:56:15,2.14,99.98,2.14, ,
2018-09-28 00:56:15,1.97,99.98,1.97, ,
2018-09-28 01:56:15,1.67,99.98,1.67, ,
2018-09-28 02:56:15,1.46,99.98,1.45, ,
2018-09-28 03:56:15,1.41,99.98,1.41, ,
2018-09-28 04:56:15,1.41,99.98,1.41, ,
2018-09-28 05:56:15,1.37,99.98,1.36, ,
2018-09-28 06:56:15,1.33,99.98,1.32, ,
2018-09-28 07:56:15,1.33,99.98,1.32, ,
2018-09-28 08:56:15,1.67,99.98,1.67, ,
2018-09-28 09:56:15,2.10,99.98,2.09, ,
2018-09-28 10:56:15,2.19,99.98,2.18, ,
2018-09-28 11:56:15,2.10,99.98,2.09, ,
2018-09-28 12:56:15,2.19,99.98,2.18, ,
2018-09-28 13:56:15,2.27,99.98,2.27, ,
2018-09-28 14:56:15,2.27,99.98,2.27, ,
2018-09-28 15:56:15,2.36,99.98,2.35, ,
2018-09-28 16:56:15,2.23,99.98,2.22, ,
2018-09-28 17:56:15,2.31,99.98,2.31, ,
2018-09-28 18:56:15,2.01,99.98,2.01, ,
2018-09-28 19:56:15,2.27,99.98,2.27, ,
2018-09-28 20:56:15,2.31,99.98,2.31, ,
2018-09-28 21:56:15,1.76,99.98,1.75, ,
2018-09-28 22:56:15,1.76,99.98,1.75, ,
2018-09-28 23:56:15,1.63,99.98,1.62, ,
2018-09-29 00:56:15,1.58,99.98,1.58, ,
2018-09-29 01:56:15,1.41,99.98,1.41, ,
2018-09-29 02:56:15,1.67,99.98,1.67, ,
2018-09-29 03:56:15,1.58,99.98,1.58, ,
2018-09-29 04:56:15,1.46,99.98,1.45, ,
2018-09-29 05:56:15,1.33,99.98,1.32, ,
2018-09-29 06:56:15,1.41,99.98,1.41, ,
2018-09-29 07:56:15,1.33,99.98,1.32, ,
2018-09-29 08:56:15,1.37,99.98,1.36, ,
2018-09-29 09:56:15,1.33,99.98,1.32, ,
2018-09-29 10:56:15,1.28,99.98,1.28, ,
2018-09-29 11:56:15,1.33,99.98,1.32, ,
2018-09-29 12:56:15,1.37,99.98,1.36, ,
2018-09-29 13:56:15,1.37,99.98,1.36, ,
2018-09-29 14:56:15,1.46,99.98,1.45, ,
2018-09-29 15:56:15,1.54,99.98,1.54, ,
2018-09-29 16:56:15,1.46,99.98,1.45, ,
2018-09-29 17:56:15,1.46,99.98,1.45, ,
2018-09-29 18:56:15,1.37,99.98,1.36, ,
2018-09-29 19:56:15,1.37,99.98,1.36, ,
2018-09-29 20:56:15,1.33,99.98,1.32, ,
2018-09-29 21:56:15,1.20,99.98,1.19, ,
2018-09-29 22:56:15,1.11,99.98,1.11, ,
2018-09-29 23:56:15,1.03,99.98,1.02, ,
2018-09-30 00:56:15,0.98,99.98,0.98, ,
2018-09-30 01:56:15,1.07,99.98,1.06, ,
2018-09-30 02:56:15,1.11,99.98,1.11, ,
2018-09-30 03:56:15,1.11,99.98,1.11, ,
2018-09-30 04:56:15,1.11,99.98,1.11, ,
2018-09-30 05:56:15,1.11,99.98,1.11, ,
2018-09-30 06:56:15,1.07,99.98,1.06, ,
2018-09-30 07:56:15,1.07,99.98,1.06, ,
2018-09-30 08:56:15,1.11,99.98,1.11, ,
2018-09-30 09:56:15,1.46,99.98,1.45, ,
2018-09-30 10:56:15,1.54,99.98,1.54, ,
2018-09-30 11:56:15,1.67,99.98,1.67, ,
2018-09-30 12:56:15,1.71,99.98,1.71, ,
2018-09-30 13:56:15,1.71,99.98,1.71, ,
2018-09-30 14:56:15,1.63,99.98,1.62, ,
2018-09-30 15:56:15,1.41,99.98,1.41, ,
2018-09-30 16:56:15,1.33,99.98,1.32, ,
2018-09-30 17:56:15,1.67,99.98,1.67, ,
2018-09-30 18:56:15,1.93,99.98,1.92, ,
2018-09-30 19:56:15,1.80,99.98,1.79, ,
2018-09-30 20:56:15,1.58,99.98,1.58, ,
2018-09-30 21:56:15,1.37,99.98,1.36, ,
2018-09-30 22:56:15,1.28,99.98,1.28, ,
2018-09-30 23:56:15,1.28,99.98,1.28, ,
2018-10-01 00:56:15,1.28,99.98,1.28, ,
2018-10-01 01:56:15,1.24,99.98,1.24, ,
2018-10-01 02:56:15,1.16,99.98,1.15, ,
2018-10-01 03:56:15,1.11,99.98,1.11, ,
2018-10-01 04:56:15,1.03,99.98,1.02, ,
2018-10-01 05:56:15,1.16,99.98,1.15, ,
2018-10-01 06:56:15,1.11,99.98,1.11, ,
2018-10-01 07:56:15,1.07,99.98,1.06, ,
2018-10-01 08:56:15,1.41,99.98,1.41, ,
2018-10-01 09:56:15,1.54,99.98,1.54, ,
2018-10-01 10:56:15,1.58,99.98,1.58, ,
2018-10-01 11:56:15,1.46,99.98,1.45, ,
2018-10-01 12:56:15,1.41,99.98,1.41, ,
2018-10-01 13:56:15,1.46,99.98,1.45, ,
2018-10-01 14:56:15,1.41,99.98,1.41, ,
2018-10-01 15:56:15,1.41,99.98,1.41, ,
2018-10-01 16:56:15,1.24,99.98,1.24, ,
2018-10-01 17:56:15,1.20,99.98,1.19, ,
2018-10-01 18:56:15,1.28,99.98,1.28, ,
2018-10-01 19:56:15,1.07,99.98,1.06, ,
2018-10-01 20:56:15,0.94,99.98,0.93, ,
2018-10-01 21:56:15,0.98,99.98,0.98, ,
2018-10-01 22:56:15,0.81,99.98,0.81, ,
2018-10-01 23:56:15,0.73,99.98,0.72, ,
2018-10-02 00:56:15,0.81,99.98,0.81, ,
2018-10-02 01:56:15,0.73,99.98,0.72, ,
2018-10-02 02:56:15,0.68,99.98,0.68, ,
2018-10-02 03:56:15,0.64,99.98,0.63, ,
2018-10-02 04:56:15,0.64,99.98,0.63, ,
2018-10-02 05:56:15,0.64,99.98,0.63, ,
2018-10-02 06:56:15,0.64,99.98,0.63, ,
2018-10-02 07:56:15,0.64,99.98,0.63, ,
2018-10-02 08:56:15,0.51,99.98,0.51, ,
2018-10-02 09:56:15,0.51,99.98,0.51, ,
2018-10-02 10:56:15,0.55,99.98,0.55, ,
2018-10-02 11:56:15,0.64,99.98,0.63, ,
2018-10-02 12:56:15,0.68,99.98,0.68, ,
2018-10-02 13:56:15,0.77,99.98,0.76, ,
2018-10-02 14:56:15,0.81,99.98,0.81, ,
2018-10-02 15:56:15,0.94,99.98,0.93, ,
2018-10-02 16:56:15,0.86,99.98,0.85, ,
2018-10-02 17:56:15,0.81,99.98,0.81,Logged,
