Serial Number:20440475 --

Date Time - GMT +01:00,"Temp, (*C)","RH, (%)","DewPt, (*C)",Host Connect,EOF,
2018-09-17 06:56:58,0.25,99.98,0.25, , ,
2018-09-17 07:56:58,0.30,99.98,0.29, , ,
2018-09-17 08:56:58,0.25,99.98,0.25, , ,
2018-09-17 09:56:58,0.30,99.98,0.29, , ,
2018-09-17 10:56:58,0.34,99.98,0.33, , ,
2018-09-17 11:56:58,0.38,99.98,0.38, , ,
2018-09-17 12:56:58,0.43,99.98,0.42, , ,
2018-09-17 13:56:58,0.38,99.98,0.38, , ,
2018-09-17 14:56:58,0.38,99.98,0.38, , ,
2018-09-17 15:56:58,0.43,99.98,0.42, , ,
2018-09-17 16:56:58,0.38,99.98,0.38, , ,
2018-09-17 17:56:58,0.43,99.98,0.42, , ,
2018-09-17 18:56:58,0.34,99.98,0.33, , ,
2018-09-17 19:56:58,0.30,99.98,0.29, , ,
2018-09-17 20:56:58,0.25,99.98,0.25, , ,
2018-09-17 21:56:58,0.21,99.98,0.20, , ,
2018-09-17 22:56:58,0.30,99.98,0.29, , ,
2018-09-17 23:56:58,0.25,99.98,0.25, , ,
2018-09-18 00:56:58,0.30,99.98,0.29, , ,
2018-09-18 01:56:58,0.30,99.98,0.29, , ,
2018-09-18 02:56:58,0.25,99.98,0.25, , ,
2018-09-18 03:56:58,0.30,99.98,0.29, , ,
2018-09-18 04:56:58,0.30,99.98,0.29, , ,
2018-09-18 05:56:58,0.25,99.98,0.25, , ,
2018-09-18 06:56:58,0.30,99.98,0.29, , ,
2018-09-18 07:56:58,0.25,99.98,0.25, , ,
2018-09-18 08:56:58,0.25,99.98,0.25, , ,
2018-09-18 09:56:58,0.25,99.98,0.25, , ,
2018-09-18 10:56:58,0.30,99.98,0.29, , ,
2018-09-18 11:56:58,0.25,99.98,0.25, , ,
2018-09-18 12:56:58,0.34,99.98,0.33, , ,
2018-09-18 13:56:58,0.30,99.98,0.29, , ,
2018-09-18 14:56:58,0.43,99.98,0.42, , ,
2018-09-18 15:56:58,0.38,99.98,0.38, , ,
2018-09-18 16:56:58,0.34,99.98,0.33, , ,
2018-09-18 17:56:58,0.43,99.98,0.42, , ,
2018-09-18 18:56:58,0.25,99.98,0.25, , ,
2018-09-18 19:56:58,0.30,99.98,0.29, , ,
2018-09-18 20:56:58,0.25,99.98,0.25, , ,
2018-09-18 21:56:58,0.25,99.98,0.25, , ,
2018-09-18 22:56:58,0.25,99.98,0.25, , ,
2018-09-18 23:56:58,0.25,99.98,0.25, , ,
2018-09-19 00:56:58,0.25,99.98,0.25, , ,
2018-09-19 01:56:58,0.30,99.98,0.29, , ,
2018-09-19 02:56:58,0.30,99.98,0.29, , ,
2018-09-19 03:56:58,0.30,99.98,0.29, , ,
2018-09-19 04:56:58,0.25,99.98,0.25, , ,
2018-09-19 05:56:58,0.30,99.98,0.29, , ,
2018-09-19 06:56:58,0.30,99.98,0.29, , ,
2018-09-19 07:56:58,0.30,99.98,0.29, , ,
2018-09-19 08:56:58,0.30,99.98,0.29, , ,
2018-09-19 09:56:58,0.34,99.98,0.33, , ,
2018-09-19 10:56:58,0.34,99.98,0.33, , ,
2018-09-19 11:56:58,0.30,99.98,0.29, , ,
2018-09-19 12:56:58,0.34,99.98,0.33, , ,
2018-09-19 13:56:58,0.43,99.98,0.42, , ,
2018-09-19 14:56:58,0.38,99.98,0.38, , ,
2018-09-19 15:56:58,0.38,99.98,0.38, , ,
2018-09-19 16:56:58,0.38,99.98,0.38, , ,
2018-09-19 17:56:58,0.38,99.98,0.38, , ,
2018-09-19 18:56:58,0.30,99.98,0.29, , ,
2018-09-19 19:56:58,0.25,99.98,0.25, , ,
2018-09-19 20:56:58,0.30,99.98,0.29, , ,
2018-09-19 21:56:58,0.30,99.98,0.29, , ,
2018-09-19 22:56:58,0.30,99.98,0.29, , ,
2018-09-19 23:56:58,0.30,99.98,0.29, , ,
2018-09-20 00:56:58,0.25,99.98,0.25, , ,
2018-09-20 01:56:58,0.30,99.98,0.29, , ,
2018-09-20 02:56:58,0.25,99.98,0.25, , ,
2018-09-20 03:56:58,0.30,99.98,0.29, , ,
2018-09-20 04:56:58,0.25,99.98,0.25, , ,
2018-09-20 05:56:58,0.30,99.98,0.29, , ,
2018-09-20 06:56:58,0.30,99.98,0.29, , ,
2018-09-20 07:56:58,0.25,99.98,0.25, , ,
2018-09-20 08:56:58,0.34,99.98,0.33, , ,
2018-09-20 09:56:58,0.30,99.98,0.29, , ,
2018-09-20 10:56:58,0.21,99.98,0.20, , ,
2018-09-20 11:56:58,0.25,99.98,0.25, , ,
2018-09-20 12:56:58,0.25,99.98,0.25, , ,
2018-09-20 13:56:58,0.34,99.98,0.33, , ,
2018-09-20 14:56:58,0.34,99.98,0.33, , ,
2018-09-20 15:56:58,0.38,99.98,0.38, , ,
2018-09-20 16:56:58,0.38,99.98,0.38, , ,
2018-09-20 17:56:58,0.30,99.98,0.29, , ,
2018-09-20 18:56:58,0.30,99.98,0.29, , ,
2018-09-20 19:56:58,0.25,99.98,0.25, , ,
2018-09-20 20:56:58,0.30,99.98,0.29, , ,
2018-09-20 21:56:58,0.30,99.98,0.29, , ,
2018-09-20 22:56:58,0.34,99.98,0.33, , ,
2018-09-20 23:56:58,0.30,99.98,0.29, , ,
2018-09-21 00:56:58,0.34,99.98,0.33, , ,
2018-09-21 01:56:58,0.30,99.98,0.29, , ,
2018-09-21 02:56:58,0.34,99.98,0.33, , ,
2018-09-21 03:56:58,0.34,99.98,0.33, , ,
2018-09-21 04:56:58,0.30,99.98,0.29, , ,
2018-09-21 05:56:58,0.30,99.98,0.29, , ,
2018-09-21 06:56:58,0.38,99.98,0.38, , ,
2018-09-21 07:56:58,0.30,99.98,0.29, , ,
2018-09-21 08:56:58,0.34,99.98,0.33, , ,
2018-09-21 09:56:58,0.30,99.98,0.29, , ,
2018-09-21 10:56:58,0.34,99.98,0.33, , ,
2018-09-21 11:56:58,0.43,99.98,0.42, , ,
2018-09-21 12:56:58,0.38,99.98,0.38, , ,
2018-09-21 13:56:58,0.30,99.98,0.29, , ,
2018-09-21 14:56:58,0.30,99.98,0.29, , ,
2018-09-21 15:56:58,0.38,99.98,0.38, , ,
2018-09-21 16:56:58,0.38,99.98,0.38, , ,
2018-09-21 17:56:58,0.38,99.98,0.38, , ,
2018-09-21 18:56:58,0.38,99.98,0.38, , ,
2018-09-21 19:56:58,0.30,99.98,0.29, , ,
2018-09-21 20:56:58,0.34,99.98,0.33, , ,
2018-09-21 21:56:58,0.30,99.98,0.29, , ,
2018-09-21 22:56:58,0.38,99.98,0.38, , ,
2018-09-21 23:56:58,0.30,99.98,0.29, , ,
2018-09-22 00:56:58,0.38,99.98,0.38, , ,
2018-09-22 01:56:58,0.38,99.98,0.38, , ,
2018-09-22 02:56:58,0.34,99.98,0.33, , ,
2018-09-22 03:56:58,0.30,99.98,0.29, , ,
2018-09-22 04:56:58,0.38,99.98,0.38, , ,
2018-09-22 05:56:58,0.30,99.98,0.29, , ,
2018-09-22 06:56:58,0.25,99.98,0.25, , ,
2018-09-22 07:56:58,0.21,99.98,0.20, , ,
2018-09-22 08:56:58,0.30,99.98,0.29, , ,
2018-09-22 09:56:58,0.30,99.98,0.29, , ,
2018-09-22 10:56:58,0.30,99.98,0.29, , ,
2018-09-22 11:56:58,0.34,99.98,0.33, , ,
2018-09-22 12:56:58,0.43,99.98,0.42, , ,
2018-09-22 13:56:58,0.77,99.98,0.76, , ,
2018-09-22 14:56:58,0.73,99.98,0.72, , ,
2018-09-22 15:56:58,0.51,99.98,0.51, , ,
2018-09-22 16:56:58,0.64,99.98,0.63, , ,
2018-09-22 17:56:58,0.51,99.98,0.51, , ,
2018-09-22 18:56:58,0.38,99.98,0.38, , ,
2018-09-22 19:56:58,0.34,99.98,0.33, , ,
2018-09-22 20:56:58,0.34,99.98,0.33, , ,
2018-09-22 21:56:58,0.34,99.98,0.33, , ,
2018-09-22 22:56:58,0.38,99.98,0.38, , ,
2018-09-22 23:56:58,0.34,99.98,0.33, , ,
2018-09-23 00:56:58,0.38,99.98,0.38, , ,
2018-09-23 01:56:58,0.43,99.98,0.42, , ,
2018-09-23 02:56:58,0.43,99.98,0.42, , ,
2018-09-23 03:56:58,0.47,99.98,0.46, , ,
2018-09-23 04:56:58,0.43,99.98,0.42, , ,
2018-09-23 05:56:58,0.43,99.98,0.42, , ,
2018-09-23 06:56:58,0.38,99.98,0.38, , ,
2018-09-23 07:56:58,0.38,99.98,0.38, , ,
2018-09-23 08:56:58,0.47,99.98,0.46, , ,
2018-09-23 09:56:58,0.43,99.98,0.42, , ,
2018-09-23 10:56:58,0.43,99.98,0.42, , ,
2018-09-23 11:56:58,0.47,99.98,0.46, , ,
2018-09-23 12:56:58,0.43,99.98,0.42, , ,
2018-09-23 13:56:58,0.38,99.98,0.38, , ,
2018-09-23 14:56:58,0.47,99.98,0.46, , ,
2018-09-23 15:56:58,0.47,99.98,0.46, , ,
2018-09-23 16:56:58,0.43,99.98,0.42, , ,
2018-09-23 17:56:58,0.43,99.98,0.42, , ,
2018-09-23 18:56:58,0.43,99.98,0.42, , ,
2018-09-23 19:56:58,0.51,99.98,0.51, , ,
2018-09-23 20:56:58,0.55,99.98,0.55, , ,
2018-09-23 21:56:58,0.51,99.98,0.51, , ,
2018-09-23 22:56:58,0.51,99.98,0.51, , ,
2018-09-23 23:56:58,0.47,99.98,0.46, , ,
2018-09-24 00:56:58,0.51,99.98,0.51, , ,
2018-09-24 01:56:58,0.43,99.98,0.42, , ,
2018-09-24 02:56:58,0.60,99.98,0.59, , ,
2018-09-24 03:56:58,0.47,99.98,0.46, , ,
2018-09-24 04:56:58,0.81,99.98,0.81, , ,
2018-09-24 05:56:58,0.64,99.98,0.63, , ,
2018-09-24 06:56:58,0.51,99.98,0.51, , ,
2018-09-24 07:56:58,0.51,99.98,0.51, , ,
2018-09-24 08:56:58,0.47,99.98,0.46, , ,
2018-09-24 09:56:58,0.55,99.98,0.55, , ,
2018-09-24 10:56:58,0.51,99.98,0.51, , ,
2018-09-24 11:56:58,0.47,99.98,0.46, , ,
2018-09-24 12:56:58,0.47,99.98,0.46, , ,
2018-09-24 13:56:58,0.38,99.98,0.38, , ,
2018-09-24 14:56:58,0.38,99.98,0.38, , ,
2018-09-24 15:56:58,0.34,99.98,0.33, , ,
2018-09-24 16:56:58,0.34,99.98,0.33, , ,
2018-09-24 17:56:58,0.25,99.98,0.25, , ,
2018-09-24 18:56:58,0.21,99.98,0.20, , ,
2018-09-24 19:56:58,0.21,99.98,0.20, , ,
2018-09-24 20:56:58,0.17,99.98,0.16, , ,
2018-09-24 21:56:58,0.13,99.98,0.12, , ,
2018-09-24 22:56:58,0.13,99.98,0.12, , ,
2018-09-24 23:56:58,0.13,99.98,0.12, , ,
2018-09-25 00:56:58,0.13,99.98,0.12, , ,
2018-09-25 01:56:58,-0.00,99.98,-0.01, , ,
2018-09-25 02:56:58,0.08,99.98,0.08, , ,
2018-09-25 03:56:58,-0.00,99.98,-0.01, , ,
2018-09-25 04:56:58,0.04,99.98,0.03, , ,
2018-09-25 05:56:58,0.04,99.98,0.03, , ,
2018-09-25 06:56:58,0.04,99.98,0.03, , ,
2018-09-25 07:56:58,-0.05,99.98,-0.05, , ,
2018-09-25 08:56:58,0.04,99.98,0.03, , ,
2018-09-25 09:56:58,0.08,99.98,0.08, , ,
2018-09-25 10:56:58,0.08,99.98,0.08, , ,
2018-09-25 11:56:58,0.13,99.98,0.12, , ,
2018-09-25 12:56:58,0.08,99.98,0.08, , ,
2018-09-25 13:56:58,0.17,99.98,0.16, , ,
2018-09-25 14:56:58,0.17,99.98,0.16, , ,
2018-09-25 15:56:58,0.17,99.98,0.16, , ,
2018-09-25 16:56:58,0.17,99.98,0.16, , ,
2018-09-25 17:56:58,0.21,99.98,0.20, , ,
2018-09-25 18:56:58,0.13,99.98,0.12, , ,
2018-09-25 19:56:58,0.13,99.98,0.12, , ,
2018-09-25 20:56:58,0.08,99.98,0.08, , ,
2018-09-25 21:56:58,0.08,99.98,0.08, , ,
2018-09-25 22:56:58,-0.00,99.98,-0.01, , ,
2018-09-25 23:56:58,-0.05,99.98,-0.05, , ,
2018-09-26 00:56:58,-0.05,99.98,-0.05, , ,
2018-09-26 01:56:58,-0.09,99.98,-0.10, , ,
2018-09-26 02:56:58,-0.17,99.98,-0.18, , ,
2018-09-26 03:56:58,-0.17,99.98,-0.18, , ,
2018-09-26 04:56:58,-0.26,99.98,-0.27, , ,
2018-09-26 05:56:58,-0.30,99.98,-0.31, , ,
2018-09-26 06:56:58,-0.26,99.98,-0.27, , ,
2018-09-26 07:56:58,-0.22,99.98,-0.23, , ,
2018-09-26 08:56:58,-0.17,99.98,-0.18, , ,
2018-09-26 09:56:58,-0.09,99.98,-0.10, , ,
2018-09-26 10:56:58,-0.00,99.98,-0.01, , ,
2018-09-26 11:56:58,0.08,99.98,0.08, , ,
2018-09-26 12:56:58,0.08,99.98,0.08, , ,
2018-09-26 13:56:58,0.04,99.98,0.03, , ,
2018-09-26 14:56:58,0.08,99.98,0.08, , ,
2018-09-26 15:56:58,0.08,99.98,0.08, , ,
2018-09-26 16:56:58,0.08,99.98,0.08, , ,
2018-09-26 17:56:58,0.04,99.98,0.03, , ,
2018-09-26 18:56:58,0.13,99.98,0.12, , ,
2018-09-26 19:56:58,0.13,99.98,0.12, , ,
2018-09-26 20:56:58,0.13,99.98,0.12, , ,
2018-09-26 21:56:58,0.17,99.98,0.16, , ,
2018-09-26 22:56:58,0.13,99.98,0.12, , ,
2018-09-26 23:56:58,0.13,99.98,0.12, , ,
2018-09-27 00:56:58,0.13,99.98,0.12, , ,
2018-09-27 01:56:58,0.13,99.98,0.12, , ,
2018-09-27 02:56:58,0.13,99.98,0.12, , ,
2018-09-27 03:56:58,0.08,99.98,0.08, , ,
2018-09-27 04:56:58,0.13,99.98,0.12, , ,
2018-09-27 05:56:58,0.13,99.98,0.12, , ,
2018-09-27 06:56:58,0.13,99.98,0.12, , ,
2018-09-27 07:56:58,0.13,99.98,0.12, , ,
2018-09-27 08:56:58,0.08,99.98,0.08, , ,
2018-09-27 09:56:58,0.13,99.98,0.12, , ,
2018-09-27 10:56:58,0.13,99.98,0.12, , ,
2018-09-27 11:56:58,0.21,99.98,0.20, , ,
2018-09-27 12:56:58,0.21,99.98,0.20, , ,
2018-09-27 13:56:58,0.17,99.98,0.16, , ,
2018-09-27 14:56:58,0.21,99.98,0.20, , ,
2018-09-27 15:56:58,0.17,99.98,0.16, , ,
2018-09-27 16:56:58,0.13,99.98,0.12, , ,
2018-09-27 17:56:58,0.17,99.98,0.16, , ,
2018-09-27 18:56:58,0.17,99.98,0.16, , ,
2018-09-27 19:56:58,0.21,99.98,0.20, , ,
2018-09-27 20:56:58,0.13,99.98,0.12, , ,
2018-09-27 21:56:58,0.17,99.98,0.16, , ,
2018-09-27 22:56:58,0.17,99.98,0.16, , ,
2018-09-27 23:56:58,0.17,99.98,0.16, , ,
2018-09-28 00:56:58,0.17,99.98,0.16, , ,
2018-09-28 01:56:58,0.21,99.98,0.20, , ,
2018-09-28 02:56:58,0.21,99.98,0.20, , ,
2018-09-28 03:56:58,0.17,99.98,0.16, , ,
2018-09-28 04:56:58,0.17,99.98,0.16, , ,
2018-09-28 05:56:58,0.21,99.98,0.20, , ,
2018-09-28 06:56:58,0.25,99.98,0.25, , ,
2018-09-28 07:56:58,0.21,99.98,0.20, , ,
2018-09-28 08:56:58,0.21,99.98,0.20, , ,
2018-09-28 09:56:58,0.25,99.98,0.25, , ,
2018-09-28 10:56:58,0.30,99.98,0.29, , ,
2018-09-28 11:56:58,0.25,99.98,0.25, , ,
2018-09-28 12:56:58,0.25,99.98,0.25, , ,
2018-09-28 13:56:58,0.30,99.98,0.29, , ,
2018-09-28 14:56:58,0.25,99.98,0.25, , ,
2018-09-28 15:56:58,0.25,99.98,0.25, , ,
2018-09-28 16:56:58,0.21,99.98,0.20, , ,
2018-09-28 17:56:58,0.25,99.98,0.25, , ,
2018-09-28 18:56:58,0.21,99.98,0.20, , ,
2018-09-28 19:56:58,0.25,99.98,0.25, , ,
2018-09-28 20:56:58,0.25,99.98,0.25, , ,
2018-09-28 21:56:58,0.21,99.98,0.20, , ,
2018-09-28 22:56:58,0.30,99.98,0.29, , ,
2018-09-28 23:56:58,0.30,99.98,0.29, , ,
2018-09-29 00:56:58,0.25,99.98,0.25, , ,
2018-09-29 01:56:58,0.30,99.98,0.29, , ,
2018-09-29 02:56:58,0.34,99.98,0.33, , ,
2018-09-29 03:56:58,0.34,99.98,0.33, , ,
2018-09-29 04:56:58,0.38,99.98,0.38, , ,
2018-09-29 05:56:58,0.34,99.98,0.33, , ,
2018-09-29 06:56:58,0.38,99.98,0.38, , ,
2018-09-29 07:56:58,0.34,99.98,0.33, , ,
2018-09-29 08:56:58,0.34,99.98,0.33, , ,
2018-09-29 09:56:58,0.43,99.98,0.42, , ,
2018-09-29 10:56:58,0.38,99.98,0.38, , ,
2018-09-29 11:56:58,0.47,99.98,0.46, , ,
2018-09-29 12:56:58,0.38,99.98,0.38, , ,
2018-09-29 13:56:58,0.38,99.98,0.38, , ,
2018-09-29 14:56:58,0.34,99.98,0.33, , ,
2018-09-29 15:56:58,0.34,99.98,0.33, , ,
2018-09-29 16:56:58,0.38,99.98,0.38, , ,
2018-09-29 17:56:58,0.47,99.98,0.46, , ,
2018-09-29 18:56:58,0.43,99.98,0.42, , ,
2018-09-29 19:56:58,0.47,99.98,0.46, , ,
2018-09-29 20:56:58,0.34,99.98,0.33, , ,
2018-09-29 21:56:58,0.38,99.98,0.38, , ,
2018-09-29 22:56:58,0.30,99.98,0.29, , ,
2018-09-29 23:56:58,0.21,99.98,0.20, , ,
2018-09-30 00:56:58,0.21,99.98,0.20, , ,
2018-09-30 01:56:58,0.21,99.98,0.20, , ,
2018-09-30 02:56:58,0.25,99.98,0.25, , ,
2018-09-30 03:56:58,0.21,99.98,0.20, , ,
2018-09-30 04:56:58,0.25,99.98,0.25, , ,
2018-09-30 05:56:58,0.17,99.98,0.16, , ,
2018-09-30 06:56:58,0.13,99.98,0.12, , ,
2018-09-30 07:56:58,0.17,99.98,0.16, , ,
2018-09-30 08:56:58,0.17,99.98,0.16, , ,
2018-09-30 09:56:58,0.17,99.98,0.16, , ,
2018-09-30 10:56:58,0.17,99.98,0.16, , ,
2018-09-30 11:56:58,0.21,99.98,0.20, , ,
2018-09-30 12:56:58,0.25,99.98,0.25, , ,
2018-09-30 13:56:58,0.21,99.98,0.20, , ,
2018-09-30 14:56:58,0.21,99.98,0.20, , ,
2018-09-30 15:56:58,0.17,99.98,0.16, , ,
2018-09-30 16:56:58,0.21,99.98,0.20, , ,
2018-09-30 17:56:58,0.21,99.98,0.20, , ,
2018-09-30 18:56:58,0.21,99.98,0.20, , ,
2018-09-30 19:56:58,0.25,99.98,0.25, , ,
2018-09-30 20:56:58,0.25,99.98,0.25, , ,
2018-09-30 21:56:58,0.21,99.98,0.20, , ,
2018-09-30 22:56:58,0.21,99.98,0.20, , ,
2018-09-30 23:56:58,0.21,99.98,0.20, , ,
2018-10-01 00:56:58,0.17,99.98,0.16, , ,
2018-10-01 01:56:58,0.21,99.98,0.20, , ,
2018-10-01 02:56:58,0.21,99.98,0.20, , ,
2018-10-01 03:56:58,0.21,99.98,0.20, , ,
2018-10-01 04:56:58,0.21,99.98,0.20, , ,
2018-10-01 05:56:58,0.21,99.98,0.20, , ,
2018-10-01 06:56:58,0.17,99.98,0.16, , ,
2018-10-01 07:56:58,0.13,99.98,0.12, , ,
2018-10-01 08:56:58,0.17,99.98,0.16, , ,
2018-10-01 09:56:58,0.21,99.98,0.20, , ,
2018-10-01 10:56:58,0.21,99.98,0.20, , ,
2018-10-01 11:56:58,0.21,99.98,0.20, , ,
2018-10-01 12:56:58,0.21,99.98,0.20, , ,
2018-10-01 13:56:58,0.21,99.98,0.20, , ,
2018-10-01 14:56:58,0.21,99.98,0.20, , ,
2018-10-01 15:56:58,0.21,99.98,0.20, , ,
2018-10-01 16:56:58,0.25,99.98,0.25, , ,
2018-10-01 17:56:58,0.25,99.98,0.25, , ,
2018-10-01 18:56:58,0.30,99.98,0.29, , ,
2018-10-01 19:56:58,0.25,99.98,0.25, , ,
2018-10-01 20:56:58,0.21,99.98,0.20, , ,
2018-10-01 21:56:58,0.21,99.98,0.20, , ,
2018-10-01 22:56:58,0.17,99.98,0.16, , ,
2018-10-01 23:56:58,0.17,99.98,0.16, , ,
2018-10-02 00:56:58,0.17,99.98,0.16, , ,
2018-10-02 01:56:58,0.13,99.98,0.12, , ,
2018-10-02 02:56:58,0.13,99.98,0.12, , ,
2018-10-02 03:56:58,0.04,99.98,0.03, , ,
2018-10-02 04:56:58,0.08,99.98,0.08, , ,
2018-10-02 05:56:58,0.13,99.98,0.12, , ,
2018-10-02 06:56:58,0.08,99.98,0.08, , ,
2018-10-02 07:56:58,0.08,99.98,0.08, , ,
2018-10-02 08:56:58,0.04,99.98,0.03, , ,
2018-10-02 09:56:58,0.04,99.98,0.03, , ,
2018-10-02 10:56:58,0.08,99.98,0.08, , ,
2018-10-02 11:56:58,0.13,99.98,0.12, , ,
2018-10-02 12:56:58,0.13,99.98,0.12, , ,
2018-10-02 13:56:58,0.08,99.98,0.08, , ,
2018-10-02 14:56:58,0.13,99.98,0.12, , ,
2018-10-02 15:56:58,0.17,99.98,0.16, , ,
2018-10-02 16:56:58,0.21,99.98,0.20, , ,
2018-10-02 17:56:58,0.17,99.98,0.16, , ,
2018-10-02 18:56:58,0.13,99.98,0.12, , ,
2018-10-02 19:56:58,0.17,99.98,0.16, , ,
2018-10-02 20:56:58,0.17,99.98,0.16, , ,
2018-10-02 21:56:58,0.13,99.98,0.12, , ,
2018-10-02 22:56:58,0.17,99.98,0.16, , ,
2018-10-02 23:56:58,0.17,99.98,0.16, , ,
2018-10-03 00:56:58,0.13,99.98,0.12, , ,
2018-10-03 01:56:58,0.17,99.98,0.16, , ,
2018-10-03 02:56:58,0.17,99.98,0.16, , ,
2018-10-03 03:56:58,0.17,99.98,0.16, , ,
2018-10-03 04:56:58,0.17,99.98,0.16, , ,
2018-10-03 05:56:58,0.17,99.98,0.16, , ,
2018-10-03 06:56:58,0.13,99.98,0.12, , ,
2018-10-03 07:56:58,0.17,99.98,0.16, , ,
2018-10-03 08:56:58,0.17,99.98,0.16, , ,
2018-10-03 09:56:58,0.17,99.98,0.16, , ,
2018-10-03 10:56:58,0.21,99.98,0.20, , ,
2018-10-03 11:56:58,0.21,99.98,0.20, , ,
2018-10-03 12:56:58,0.17,99.98,0.16, , ,
2018-10-03 13:56:58,0.21,99.98,0.20, , ,
2018-10-03 14:56:58,0.17,99.98,0.16, , ,
2018-10-03 15:56:58,0.21,99.98,0.20, , ,
2018-10-03 16:56:58,0.17,99.98,0.16, , ,
2018-10-03 17:56:58,0.21,99.98,0.20, , ,
2018-10-03 18:56:58,0.21,99.98,0.20, , ,
2018-10-03 19:56:58,0.21,99.98,0.20, , ,
2018-10-03 20:56:58,0.25,99.98,0.25, , ,
2018-10-03 21:56:58,0.25,99.98,0.25, , ,
2018-10-03 22:56:58,0.25,99.98,0.25, , ,
2018-10-03 23:56:58,0.21,99.98,0.20, , ,
2018-10-04 00:56:58,0.25,99.98,0.25, , ,
2018-10-04 01:56:58,0.30,99.98,0.29, , ,
2018-10-04 02:56:58,0.30,99.98,0.29, , ,
2018-10-04 03:56:58,0.30,99.98,0.29, , ,
2018-10-04 04:56:58,0.30,99.98,0.29, , ,
2018-10-04 05:56:58,0.34,99.98,0.33, , ,
2018-10-04 06:56:58,0.34,99.98,0.33, , ,
2018-10-04 07:56:58,0.38,99.98,0.38, , ,
2018-10-04 08:56:58,0.30,99.98,0.29, , ,
2018-10-04 09:56:58,0.38,99.98,0.38, , ,
2018-10-04 10:56:58,0.34,99.98,0.33, , ,
2018-10-04 11:56:58,0.34,99.98,0.33, , ,
2018-10-04 12:56:58,0.25,99.98,0.25, , ,
2018-10-04 13:56:58,0.25,99.98,0.25, , ,
2018-10-04 14:56:58,0.25,99.98,0.25, , ,
2018-10-04 15:56:58,0.25,99.98,0.25, , ,
2018-10-04 16:56:58,0.25,99.98,0.25, , ,
2018-10-04 17:56:58,0.25,99.98,0.25, , ,
2018-10-04 18:56:58,0.21,99.98,0.20, , ,
2018-10-04 19:56:58,0.21,99.98,0.20, , ,
2018-10-04 20:56:58,0.25,99.98,0.25, , ,
2018-10-04 21:56:58,0.25,99.98,0.25, , ,
2018-10-04 22:56:58,0.21,99.98,0.20, , ,
2018-10-04 23:56:58,0.25,99.98,0.25, , ,
2018-10-05 00:56:58,0.21,99.98,0.20, , ,
2018-10-05 01:56:58,0.21,99.98,0.20, , ,
2018-10-05 02:56:58,0.21,99.98,0.20, , ,
2018-10-05 03:56:58,0.17,99.98,0.16, , ,
2018-10-05 04:56:58,0.17,99.98,0.16, , ,
2018-10-05 05:56:58,0.25,99.98,0.25, , ,
2018-10-05 06:56:58,0.17,99.98,0.16, , ,
2018-10-05 07:56:58,0.21,99.98,0.20, , ,
2018-10-05 08:56:58,0.30,99.98,0.29, , ,
2018-10-05 09:56:58,0.25,99.98,0.25, , ,
2018-10-05 10:56:58,0.21,99.98,0.20, , ,
2018-10-05 11:56:58,0.21,99.98,0.20, , ,
2018-10-05 12:56:58,0.21,99.98,0.20, , ,
2018-10-05 13:56:58,0.30,99.98,0.29, , ,
2018-10-05 14:56:58,0.30,99.98,0.29, , ,
2018-10-05 15:56:58,0.34,99.98,0.33, , ,
2018-10-05 16:56:58,0.34,99.98,0.33, , ,
2018-10-05 17:56:58,0.25,99.98,0.25, , ,
2018-10-05 18:56:58,0.21,99.98,0.20, , ,
2018-10-05 19:56:58,0.17,99.98,0.16, , ,
2018-10-05 20:56:58,0.17,99.98,0.16, , ,
2018-10-05 21:56:58,0.21,99.98,0.20, , ,
2018-10-05 22:56:58,0.21,99.98,0.20, , ,
2018-10-05 23:56:58,0.21,99.98,0.20, , ,
2018-10-06 00:56:58,0.21,99.98,0.20, , ,
2018-10-06 01:56:58,0.21,99.98,0.20, , ,
2018-10-06 02:56:58,0.25,99.98,0.25, , ,
2018-10-06 03:56:58,0.21,99.98,0.20, , ,
2018-10-06 04:56:58,0.25,99.98,0.25, , ,
2018-10-06 05:56:58,0.25,99.98,0.25, , ,
2018-10-06 06:56:58,0.21,99.98,0.20, , ,
2018-10-06 07:56:58,0.25,99.98,0.25, , ,
2018-10-06 08:56:58,0.25,99.98,0.25, , ,
2018-10-06 09:56:58,0.21,99.98,0.20, , ,
2018-10-06 10:56:58,0.25,99.98,0.25, , ,
2018-10-06 11:56:58,0.25,99.98,0.25, , ,
2018-10-06 12:56:58,0.38,99.98,0.38, , ,
2018-10-06 13:56:58,0.34,99.98,0.33, , ,
2018-10-06 14:56:58,0.25,99.98,0.25, , ,
2018-10-06 15:56:58,0.25,99.98,0.25, , ,
2018-10-06 16:56:58,0.25,99.98,0.25, , ,
2018-10-06 17:56:58,0.25,99.98,0.25, , ,
2018-10-06 18:56:58,0.34,99.98,0.33, , ,
2018-10-06 19:56:58,0.43,99.98,0.42, , ,
2018-10-06 20:56:58,0.38,99.98,0.38, , ,
2018-10-06 21:56:58,0.34,99.98,0.33, , ,
2018-10-06 22:56:58,0.38,99.98,0.38, , ,
2018-10-06 23:56:58,0.38,99.98,0.38, , ,
2018-10-07 00:56:58,0.43,99.98,0.42, , ,
2018-10-07 01:56:58,0.38,99.98,0.38, , ,
2018-10-07 02:56:58,0.34,99.98,0.33, , ,
2018-10-07 03:56:58,0.30,99.98,0.29, , ,
2018-10-07 04:56:58,0.30,99.98,0.29, , ,
